temperature,humidity,soil_moisture,rainfall,rain_probability,forecast_temperature,forecast_humidity,pump_state
28.9,76.5,23.7,1.1,23,27.8,75.3,1
33.9,76.6,67.0,1.5,33,34.9,83.0,0
31.3,90.0,36.7,53.4,45,33.9,93.9,1
29.7,90.2,47.9,0.9,37,28.3,83.4,1
28.2,80.4,54.0,0.2,11,30.9,82.9,1
28.2,78.0,50.7,0.8,21,27.2,75.1,1
40.6,61.8,73.0,0.7,37,39.7,69.6,0
22.5,81.7,73.4,43.1,23,21.7,75.5,0
24.6,79.6,17.7,0.1,62,22.6,81.0,1
35.3,68.6,26.7,0.6,48,35.4,75.8,1
35.0,67.1,78.3,37.6,29,32.0,72.1,0
25.8,84.0,34.7,2.2,14,24.5,82.8,1
22.1,84.4,61.0,0.6,45,20.8,83.0,1
35.7,64.1,76.6,0.4,7,34.2,74.4,0
25.3,75.3,25.3,19.0,11,24.9,74.6,1
27.8,77.9,91.1,0.1,2,28.1,79.7,0
30.4,75.2,60.5,0.2,12,31.6,69.6,1
25.2,98.8,88.7,4.5,65,24.5,100.0,0
34.2,78.3,64.2,18.1,48,34.2,80.9,1
30.1,86.3,64.8,0.1,34,32.0,89.3,0
26.0,84.1,70.5,8.7,74,27.4,86.3,0
26.4,91.0,44.7,0.7,60,27.0,97.9,0
35.8,79.3,72.3,0.8,52,37.6,77.9,0
28.7,92.5,56.2,77.6,93,31.7,91.1,0
32.8,88.1,35.9,2.8,41,33.1,81.9,1
30.0,78.3,77.3,0.7,50,30.3,81.2,0
22.1,88.9,50.6,0.2,81,23.3,84.8,0
33.4,76.4,45.9,0.6,35,35.5,81.5,1
34.8,86.2,17.4,0.2,80,34.1,89.1,1
38.3,73.2,67.2,0.1,27,37.8,72.9,0
21.4,85.8,49.2,0.0,37,22.0,88.5,1
17.0,96.3,70.2,0.2,31,18.5,92.2,0
32.9,75.3,41.3,19.7,50,32.0,66.5,1
27.3,85.8,81.3,6.4,33,27.6,85.8,0
23.6,81.8,30.1,0.5,32,21.4,86.3,1
30.5,79.7,45.3,0.1,27,31.1,79.9,1
28.0,84.0,51.9,0.3,18,29.1,83.6,1
24.3,83.2,48.3,0.1,22,24.4,85.5,1
29.6,81.3,83.4,0.3,8,28.3,88.9,0
32.5,69.2,49.7,0.2,30,31.2,64.3,0
30.8,82.1,14.9,0.9,40,30.9,86.7,1
30.8,74.7,77.0,0.1,22,29.0,76.1,0
32.0,83.4,83.9,1.0,78,32.9,89.4,0
22.4,97.6,53.0,0.1,51,22.2,97.4,1
29.8,72.5,28.9,0.2,22,27.9,71.7,1
31.1,84.1,66.6,24.1,33,32.1,76.7,0
28.3,90.0,57.2,0.0,81,29.8,93.5,1
26.3,95.1,13.2,0.7,81,26.3,98.9,1
26.6,75.9,75.3,0.3,24,26.3,77.1,0
28.7,82.2,52.5,0.4,65,26.6,78.7,1
34.1,76.4,72.9,3.3,62,34.9,72.6,0
36.9,73.5,56.5,27.5,68,38.9,75.8,1
36.0,79.6,48.6,1.3,52,35.3,84.3,0
23.0,84.7,12.3,0.2,36,22.2,89.6,1
25.8,88.3,57.3,1.1,31,25.1,85.2,1
33.0,88.3,90.1,15.9,54,35.0,90.2,0
35.9,70.4,43.0,1.8,35,34.3,68.4,1
25.6,74.1,56.1,0.6,40,24.2,75.3,0
30.8,75.8,43.5,5.9,55,29.8,68.3,1
24.9,85.9,79.0,3.2,30,27.1,86.1,1
31.2,78.6,34.2,0.3,17,29.9,79.2,1
27.1,87.4,30.1,0.5,29,28.7,86.9,1
30.8,81.7,76.4,0.8,35,28.6,80.9,0
24.5,88.7,71.9,13.4,61,25.2,97.2,0
22.6,86.7,65.5,16.9,48,22.7,90.7,0
43.0,64.0,16.2,0.1,16,43.0,59.5,1
30.3,80.8,69.8,0.6,67,29.5,81.5,0
39.6,71.0,63.8,0.6,20,39.1,69.4,1
36.8,78.5,42.8,0.1,62,34.7,83.5,1
22.6,94.1,38.9,0.0,26,23.1,93.4,1
31.6,81.8,32.4,1.5,50,31.5,81.0,1
24.2,87.4,38.5,0.1,47,25.1,95.3,0
28.7,91.4,58.9,33.0,42,28.0,93.5,1
21.5,90.5,73.9,13.7,29,19.9,84.7,0
22.9,88.6,74.2,0.3,28,24.2,79.8,0
26.2,75.7,44.2,0.0,23,26.7,73.0,0
27.5,76.7,47.6,1.9,8,29.1,76.8,1
30.2,91.0,49.0,0.0,43,32.5,88.2,1
25.3,85.3,14.3,0.6,33,27.3,88.3,1
30.7,80.8,44.3,0.7,29,30.9,80.3,1
35.1,73.9,80.4,0.6,65,36.3,77.6,0
31.2,76.8,31.2,0.1,16,29.4,71.7,1
29.7,91.1,44.6,4.6,70,31.3,94.6,1
31.5,69.3,42.0,0.3,6,32.9,65.2,1
23.5,86.3,27.5,0.4,47,23.3,87.8,1
34.3,69.5,27.6,32.4,60,34.8,70.6,1
24.6,76.7,11.4,0.6,9,23.1,75.2,1
37.0,80.2,48.7,13.1,40,36.3,74.1,1
33.5,84.0,38.9,2.3,67,34.6,88.1,0
32.5,87.1,54.5,2.1,76,31.0,87.3,1
32.7,73.8,48.5,0.5,27,34.6,79.1,1
30.0,80.1,41.0,0.4,35,32.9,74.6,1
26.5,92.0,25.8,2.9,44,28.9,90.9,1
25.8,89.6,20.1,0.5,72,29.3,98.1,1
37.9,74.7,41.7,0.9,32,38.3,68.7,1
30.5,76.1,57.4,0.2,16,31.1,78.7,1
25.0,80.3,54.2,1.1,34,23.4,72.9,0
32.3,77.6,15.4,0.1,35,34.2,70.8,1
31.5,68.0,35.8,0.2,28,32.8,67.3,1
28.5,93.5,63.6,15.6,48,28.4,97.1,0
26.0,78.1,79.7,0.6,23,28.6,71.7,0
33.3,72.6,35.3,0.0,29,33.3,66.3,1
34.3,78.8,68.2,0.2,40,33.4,81.1,0
31.5,76.4,47.5,1.3,27,31.0,76.7,1
30.3,70.2,41.1,0.2,11,32.1,70.2,1
26.5,87.2,17.4,0.6,64,26.7,89.3,1
32.2,84.4,30.0,5.6,75,30.4,86.4,1
27.1,91.4,41.0,0.5,3,27.6,94.9,1
24.3,72.7,42.6,0.9,12,22.8,67.3,1
35.1,69.6,20.3,0.1,37,35.9,65.9,1
25.4,86.5,24.1,0.1,32,28.9,76.7,1
21.5,87.3,51.0,1.4,31,21.0,80.9,0
35.9,69.4,55.5,23.8,27,36.6,78.3,1
22.2,82.3,57.6,0.1,21,21.9,79.9,0
28.2,84.8,44.7,0.4,33,29.6,84.8,1
25.1,83.3,78.0,1.8,32,26.8,78.9,0
26.7,76.7,49.2,0.2,49,28.6,78.6,1
40.0,62.0,74.4,8.4,27,42.1,63.6,0
29.5,88.4,77.5,0.5,45,31.1,93.9,0
31.6,81.4,13.7,1.6,36,34.4,86.6,1
33.6,75.5,72.8,0.1,16,35.3,80.9,0
27.1,91.3,15.5,0.4,37,26.9,89.2,1
34.8,71.8,68.4,0.5,33,38.3,70.4,0
31.7,80.8,40.1,0.1,40,32.8,80.6,1
33.4,75.1,24.5,0.3,11,31.5,73.5,1
26.7,83.4,8.9,1.4,53,24.8,84.2,1
32.0,89.6,55.1,44.1,84,32.5,92.0,1
30.0,86.6,22.6,0.7,58,30.7,86.6,1
35.1,75.4,46.8,0.3,20,34.1,76.7,1
27.6,78.7,35.8,0.4,18,24.4,79.4,1
39.1,80.6,65.5,0.8,27,40.9,83.7,0
31.5,82.9,23.9,2.1,31,29.8,78.2,1
29.4,80.9,26.4,0.7,30,33.0,80.5,1
28.9,96.3,66.2,0.5,70,27.0,100.0,0
30.0,89.2,72.7,0.7,55,28.5,90.7,0
27.2,92.1,74.9,0.0,62,29.3,93.6,0
33.0,67.2,60.9,0.1,20,35.2,61.0,0
29.9,80.5,71.2,13.4,50,31.7,79.4,0
38.7,76.5,39.3,13.7,61,40.2,77.1,1
28.1,81.1,19.5,0.3,23,28.8,82.6,1
29.5,73.1,34.7,1.0,32,29.6,71.3,1
28.0,81.4,88.5,12.3,76,26.8,81.7,0
38.4,77.2,78.5,0.4,33,39.9,74.5,0
23.5,89.7,44.9,0.8,35,22.1,84.8,1
30.4,84.6,81.1,0.3,39,29.1,85.0,0
31.4,84.8,40.1,0.0,67,35.2,81.9,1
24.9,86.5,58.8,24.1,56,23.8,81.5,0
41.9,79.3,43.1,0.8,61,39.6,77.2,1
25.8,73.0,27.6,0.0,16,23.7,70.7,1
30.2,76.6,34.2,0.9,31,31.3,78.9,1
37.6,76.4,28.5,0.0,10,35.2,75.2,1
28.3,71.1,60.0,36.6,33,29.4,67.8,0
30.6,86.1,48.1,0.5,47,31.9,86.0,1
28.4,92.2,47.1,1.6,63,27.1,91.5,1
29.8,85.1,50.9,0.4,39,27.9,91.2,1
34.9,72.2,18.6,0.4,17,34.8,72.3,1
28.1,85.1,73.3,1.1,70,28.4,84.4,0
18.1,89.6,20.9,0.0,18,20.3,92.9,1
29.9,89.1,20.3,1.3,48,30.0,84.2,1
30.3,83.3,20.6,0.5,46,29.9,88.2,1
30.9,69.5,56.1,5.6,62,27.2,70.6,0
29.2,80.2,66.5,0.8,42,32.0,80.7,0
26.1,89.4,23.0,0.4,37,25.8,95.2,1
28.9,83.9,77.3,0.7,56,28.7,86.7,0
37.9,71.2,39.9,2.6,28,37.1,75.7,1
29.8,85.2,80.9,1.1,62,30.5,90.6,0
32.9,76.9,42.2,0.5,21,31.7,78.7,1
25.3,84.6,59.8,0.6,55,28.0,86.3,0
28.7,78.3,11.0,0.6,31,30.0,85.2,1
25.5,91.8,55.7,32.7,46,27.9,100.0,1
35.8,71.3,53.5,0.6,47,32.3,71.7,0
23.0,89.1,48.9,0.4,60,23.5,91.9,0
31.7,80.2,41.7,0.3,67,33.0,79.5,1
31.5,83.4,78.8,39.3,38,33.6,78.9,0
31.2,81.4,44.6,0.1,47,36.2,80.4,1
19.4,88.9,21.2,11.4,32,18.5,92.7,1
20.9,86.2,41.4,2.8,27,18.5,85.8,1
30.5,89.6,67.8,1.1,68,33.3,94.0,0
25.8,82.0,77.5,0.2,43,27.8,81.2,0
27.1,82.1,50.7,0.0,34,28.1,82.0,1
28.1,83.8,52.1,0.1,51,31.4,81.9,1
25.3,82.4,22.2,0.5,28,25.1,84.1,1
24.5,86.8,47.7,3.5,24,24.0,86.7,1
30.0,84.5,78.1,14.0,53,31.3,87.7,0
21.4,94.5,39.0,0.6,75,21.0,92.4,1
27.7,78.1,77.2,1.3,48,28.4,72.5,0
27.0,78.6,44.4,0.5,37,26.8,76.3,1
29.9,80.6,52.0,0.5,31,30.3,85.7,0
40.7,66.1,58.3,2.4,61,43.3,63.5,1
25.6,90.2,69.6,1.1,74,26.4,87.6,0
31.8,77.8,42.9,1.1,26,31.2,74.0,1
31.0,78.7,65.4,14.8,62,32.0,77.2,0
32.5,79.5,34.8,48.5,48,31.7,86.6,1
29.0,80.5,23.5,0.1,22,29.5,82.0,1
36.5,71.2,27.6,25.2,38,34.0,70.5,1
33.1,78.4,51.9,0.2,22,34.1,73.7,1
33.2,68.6,19.1,4.3,32,29.6,68.5,1
23.6,81.4,64.2,0.8,31,21.8,81.2,1
30.4,83.4,18.7,1.8,56,31.4,81.5,1
27.7,89.7,37.9,0.4,55,26.5,96.4,0
26.1,78.9,39.5,0.2,51,27.1,82.0,1
27.2,80.5,52.4,2.2,21,29.4,74.3,1
29.7,72.1,65.6,0.3,7,30.0,69.9,1
32.1,78.2,61.3,1.4,15,31.9,74.7,0
34.4,78.0,30.0,0.0,42,33.5,77.7,1
34.2,68.7,65.2,40.6,47,35.3,68.2,0
31.3,73.3,21.4,0.3,3,31.1,66.6,1
30.3,76.3,78.1,0.4,28,30.1,74.8,0
28.5,83.2,100.0,89.6,18,29.3,75.2,0
28.9,96.1,43.2,0.4,40,25.2,97.3,1
26.5,87.8,74.9,0.0,89,24.8,87.0,0
28.1,91.8,30.7,7.3,46,29.2,87.4,1
31.6,77.7,59.1,7.1,3,28.8,79.0,1
36.9,61.8,63.1,0.2,14,35.9,67.5,0
29.3,83.3,53.8,0.0,50,29.4,82.6,0
26.4,87.2,23.0,0.2,26,24.2,90.3,1
34.4,80.6,53.9,0.2,55,34.1,84.4,1
21.0,85.7,78.4,0.7,17,20.5,86.7,0
34.7,78.2,57.3,0.2,28,31.3,82.2,0
23.6,96.6,34.5,0.4,18,23.6,100.0,1
33.0,80.9,20.1,0.9,30,34.9,83.2,1
27.9,83.9,18.6,15.4,21,30.5,85.4,1
31.4,76.5,34.3,0.8,54,32.6,72.1,1
39.4,69.9,22.5,5.3,40,39.3,70.7,1
26.2,88.9,35.0,0.2,78,28.1,89.0,1
25.5,79.7,43.1,0.9,16,24.1,79.2,1
30.4,85.6,17.6,0.3,47,31.6,78.6,1
36.9,76.3,86.0,0.0,34,38.3,73.4,0
30.8,72.8,29.3,1.6,17,29.6,77.5,1
30.2,78.4,37.2,3.2,58,32.3,78.0,1
30.8,67.9,31.2,17.5,22,30.3,65.6,1
25.5,94.3,18.2,18.8,57,25.4,94.0,1
30.8,87.1,61.3,1.3,42,31.0,83.7,1
28.2,84.6,26.4,0.1,42,29.4,85.0,1
36.0,73.6,60.2,1.7,62,33.3,73.0,0
33.6,90.1,31.2,0.0,65,32.8,87.7,1
24.0,83.3,65.0,0.4,9,24.0,84.5,0
28.7,88.0,41.7,0.2,66,25.6,89.9,0
32.4,83.0,38.0,2.0,47,35.7,87.8,1
25.6,94.0,23.3,0.6,53,25.7,93.1,1
25.1,80.5,43.2,0.6,38,26.2,85.2,1
27.9,75.9,15.9,0.4,29,28.8,80.4,1
31.5,87.5,39.7,39.7,24,30.8,87.0,1
34.7,75.4,59.3,25.8,64,36.1,79.5,0
31.0,84.2,65.2,0.1,23,31.8,85.7,0
41.1,69.3,65.5,0.0,21,38.3,62.4,0
27.0,80.4,76.2,1.2,22,24.5,82.4,0
33.3,77.2,79.1,1.9,67,34.2,75.6,0
25.0,81.1,21.7,0.0,14,27.3,77.2,1
37.2,70.5,22.4,20.4,21,35.5,75.2,1
36.1,62.6,72.2,2.1,18,36.5,65.5,0
33.2,78.4,68.5,0.6,20,33.3,80.0,0
22.2,87.7,66.0,37.0,27,21.3,89.6,0
33.2,77.0,43.2,15.2,53,30.5,77.1,1
26.3,79.1,43.6,4.6,57,25.4,82.7,1
32.0,82.7,27.6,0.5,9,32.4,80.1,1
23.5,82.8,62.2,0.8,13,24.4,75.4,1
31.2,80.8,79.9,37.0,41,28.1,84.8,0
28.4,73.9,67.5,1.2,20,28.9,72.9,0
26.5,91.0,36.4,7.7,40,25.5,87.8,1
32.7,66.2,70.6,0.2,14,34.8,61.7,0
29.8,76.9,14.5,0.1,17,28.2,74.0,1
29.1,78.6,58.5,0.3,5,30.5,83.7,1
33.3,69.5,33.6,0.7,14,36.3,70.8,1
38.6,79.7,61.1,0.4,56,39.3,81.8,0
31.2,80.9,58.8,0.1,31,30.9,81.5,0
21.9,91.4,73.9,12.9,61,22.7,91.6,1
23.0,99.0,84.8,12.4,91,23.2,93.9,0
30.3,83.3,43.1,1.1,23,31.7,77.4,1
34.6,80.9,68.8,0.0,65,32.7,85.2,0
30.6,87.5,38.6,6.7,32,33.1,83.4,1
32.3,72.5,51.2,3.6,30,32.9,73.4,1
29.7,78.3,21.9,0.5,33,31.5,74.7,1
34.3,76.8,40.0,2.2,22,31.7,75.1,1
32.8,81.8,11.5,0.1,45,32.9,82.1,1
25.4,79.8,50.6,19.2,49,23.2,80.5,1
32.0,79.9,29.0,1.1,37,33.1,78.6,1
23.1,81.5,23.8,3.3,43,25.4,85.0,1
32.0,77.5,42.2,3.0,40,32.2,75.4,1
28.7,80.8,75.8,0.8,24,28.3,79.1,0
30.7,79.2,76.5,0.8,16,32.0,76.1,0
31.5,76.7,62.3,0.4,26,30.9,68.7,1
31.3,82.8,25.6,0.2,30,31.1,81.5,1
36.4,71.7,21.2,0.1,13,34.4,68.7,1
30.2,80.8,61.5,0.6,7,31.0,73.5,0
30.9,81.6,73.7,26.1,65,31.7,71.3,0
36.0,79.7,25.1,0.1,24,33.9,77.6,1
38.5,76.0,33.9,0.9,44,37.5,81.7,1
29.9,86.5,63.1,4.3,52,29.1,89.6,1
27.7,83.2,40.9,0.8,50,26.5,93.0,0
27.9,82.3,31.5,0.4,21,28.6,81.0,1
32.0,81.1,73.9,2.1,24,32.5,85.8,0
29.1,76.1,54.0,0.5,13,30.0,74.3,1
22.1,84.3,57.2,0.3,14,23.3,76.1,1
35.1,80.5,35.8,0.0,68,36.7,84.0,1
33.7,73.3,26.8,2.1,30,34.9,68.6,1
35.2,81.5,31.2,5.9,65,36.9,81.9,1
36.0,68.7,64.6,0.1,48,36.3,60.9,0
30.9,79.4,38.2,5.2,22,32.1,82.0,1
31.2,82.2,89.2,0.4,9,31.0,89.0,0
34.5,74.8,27.7,15.4,27,34.5,77.3,1
24.5,84.5,63.0,1.0,55,23.7,82.0,0
28.4,91.6,32.6,0.3,61,29.0,96.9,1
29.7,69.8,62.0,0.7,24,27.7,64.0,1
34.1,77.0,18.5,0.6,38,33.6,79.0,1
27.6,89.3,14.5,0.0,56,25.9,82.9,1
26.8,90.7,73.8,0.5,59,25.2,88.3,0
28.1,73.9,21.2,0.4,31,26.8,78.9,1
32.1,79.7,41.9,0.8,38,32.7,80.0,1
29.7,80.9,82.7,5.0,76,30.2,84.9,0
23.5,93.3,70.3,0.3,50,21.9,93.4,0
24.4,87.1,45.6,0.3,40,22.8,90.4,1
30.6,84.8,36.1,0.8,66,31.9,87.0,1
30.8,75.6,15.1,0.0,63,31.6,85.1,1
30.1,78.9,14.4,0.6,54,29.5,75.9,1
27.9,82.7,78.1,0.7,25,27.6,79.8,0
33.5,78.1,66.4,1.5,20,33.7,83.9,0
31.7,80.3,43.0,0.2,39,33.0,70.3,0
31.5,83.0,19.8,0.2,20,31.0,79.9,1
31.7,85.4,38.3,0.7,40,29.1,77.0,1
37.2,71.8,34.2,2.4,59,35.7,69.9,1
25.4,84.0,78.1,0.8,31,24.8,76.6,0
28.1,76.7,48.1,0.2,22,30.1,83.2,1
28.5,80.9,52.9,56.0,46,29.0,79.8,0
35.7,73.8,43.1,0.4,18,36.4,75.9,1
28.3,80.0,58.1,0.2,45,26.5,82.0,0
26.4,81.0,77.0,1.1,33,26.3,83.7,0
29.5,71.4,78.6,0.1,37,29.1,77.0,0
30.5,88.7,12.3,2.7,69,30.5,96.2,1
35.4,62.6,38.8,0.2,25,36.5,64.8,1
28.3,90.5,62.9,0.6,35,28.5,90.0,0
26.9,82.4,18.5,5.2,89,26.6,83.6,1
25.9,88.6,15.0,0.8,44,24.0,83.2,1
28.5,76.1,72.3,7.4,25,30.3,76.5,0
41.5,67.9,60.2,0.3,24,40.2,60.5,0
31.7,77.4,10.1,0.2,22,30.6,73.4,1
32.7,70.2,77.6,0.0,5,28.9,73.0,0
30.0,77.1,62.8,0.9,22,29.0,72.2,1
30.6,72.5,62.8,0.0,24,30.6,79.4,1
33.5,76.2,71.5,0.3,18,33.9,74.0,0
32.5,74.4,61.1,0.0,32,33.0,73.4,1
31.6,76.7,77.1,23.1,34,30.7,72.0,0
30.1,85.2,55.0,0.2,64,28.8,91.8,0
28.4,81.5,55.8,0.2,41,29.4,77.6,0
31.9,81.4,20.5,0.9,56,29.9,81.6,1
30.4,86.6,32.9,1.7,52,31.6,84.0,1
39.6,82.6,86.8,0.1,71,39.7,82.6,0
34.7,69.4,77.7,1.5,13,33.7,69.6,0
27.0,82.3,46.2,1.5,20,30.5,83.0,1
24.7,78.2,29.4,0.9,40,24.8,83.0,1
28.2,80.5,32.6,0.4,52,25.2,76.2,1
25.1,91.1,74.8,0.4,67,25.6,100.0,0
27.9,77.2,61.0,2.8,27,28.8,75.7,0
25.6,87.8,28.5,0.5,36,24.9,77.0,1
28.5,84.4,40.5,0.5,47,29.0,81.0,1
28.6,80.3,59.4,0.0,57,30.0,79.2,1
30.7,86.5,81.7,0.9,15,29.5,84.6,0
29.1,83.7,39.2,0.1,75,28.6,83.7,1
25.9,82.0,65.7,0.4,6,29.4,81.1,0
35.5,77.7,50.6,0.3,44,35.2,79.0,0
31.8,82.5,12.8,0.2,37,32.4,83.0,1
27.5,88.5,16.8,0.1,46,25.7,86.2,1
26.0,85.2,68.2,70.1,78,25.5,86.8,0
23.4,88.7,69.6,6.0,42,23.7,86.6,0
23.1,89.5,49.7,0.1,54,21.6,92.3,0
34.7,72.1,65.3,1.1,57,32.0,70.1,0
34.2,71.2,64.7,0.5,32,32.2,71.6,0
27.4,84.7,64.3,0.4,7,24.8,79.5,0
36.1,75.7,56.0,0.1,43,33.1,76.7,1
32.8,73.1,15.4,7.3,48,34.6,81.5,1
30.9,73.5,38.2,0.2,25,29.9,71.3,1
33.9,67.0,72.2,1.1,24,34.1,69.6,0
32.8,83.4,39.3,0.2,52,32.3,89.5,1
30.7,78.1,25.6,7.4,25,29.1,73.6,1
28.9,87.5,60.3,40.1,38,29.1,86.0,0
29.5,80.5,18.6,0.3,55,29.5,75.0,1
22.8,91.7,50.0,38.1,73,22.2,96.8,1
26.4,84.3,66.8,1.1,37,24.8,88.8,0
38.1,75.4,79.2,0.1,33,34.6,75.8,0
26.3,89.5,89.3,0.1,51,26.9,91.6,0
21.7,85.4,54.3,0.7,37,18.6,87.5,0
34.1,83.6,46.9,22.8,51,35.5,86.3,0
31.1,79.7,11.5,3.8,23,34.3,79.4,1
31.4,78.6,34.4,1.1,60,32.7,80.7,1
29.3,73.1,39.1,0.5,6,30.2,67.1,1
34.1,75.3,8.0,0.8,57,31.3,77.8,1
36.9,71.3,56.7,0.4,19,34.9,72.3,1
27.7,86.1,78.0,72.1,15,25.3,95.9,0
32.8,82.7,65.5,0.3,61,32.0,85.3,0
35.0,69.2,34.8,1.5,42,33.0,72.7,1
27.4,83.5,76.7,4.1,33,24.5,84.5,0
36.8,62.3,40.6,0.7,14,33.7,65.3,1
35.0,77.7,67.3,0.7,48,34.1,82.0,0
24.4,89.1,15.4,2.0,46,21.1,93.5,1
37.2,73.2,71.7,0.1,19,37.6,71.9,0
24.6,95.2,52.8,12.5,68,27.2,91.3,1
26.9,79.4,86.3,0.0,28,29.0,83.5,0
33.1,68.6,43.6,0.8,19,35.2,59.2,1
34.7,76.5,87.2,29.5,47,34.9,68.5,0
30.4,74.7,56.4,1.6,60,29.9,74.0,1
27.2,88.5,12.7,1.3,26,27.9,82.9,1
28.8,81.2,51.1,36.7,53,28.1,85.4,0
28.3,85.0,46.0,0.0,38,31.2,90.8,1
33.8,80.1,68.7,0.5,36,36.4,81.7,0
28.2,83.3,38.1,1.7,14,29.7,86.0,1
27.1,78.5,69.4,40.8,67,26.9,77.3,0
23.4,82.1,11.0,0.2,40,23.9,82.9,1
27.3,86.3,23.1,0.2,36,27.6,84.0,1
29.5,80.9,65.1,0.2,12,30.5,83.9,0
24.9,84.0,100.0,46.6,20,26.3,85.3,0
22.1,98.9,60.9,0.0,90,22.5,100.0,0
34.4,68.9,73.2,0.1,30,32.0,66.6,0
25.5,95.7,60.5,0.9,75,23.7,98.5,1
24.1,97.8,85.3,0.3,67,25.3,100.0,0
37.1,75.7,51.4,0.1,32,37.8,79.0,1
33.8,72.3,29.6,0.2,38,33.6,68.6,1
34.6,78.7,32.6,0.2,63,34.9,75.9,1
32.3,88.4,61.4,47.6,84,33.7,89.4,0
35.9,66.1,48.3,1.1,42,36.3,62.4,1
34.0,70.2,61.9,0.4,43,33.7,68.0,1
28.5,82.4,85.8,0.1,12,30.4,82.7,1
25.2,88.7,85.4,0.0,29,23.6,93.2,0
24.2,81.9,64.4,7.4,78,26.0,88.7,0
29.4,80.6,22.5,12.0,35,28.6,75.4,1
25.1,88.2,69.7,6.4,34,27.1,88.1,0
26.4,87.2,30.1,3.0,65,24.4,88.1,1
29.3,85.1,63.6,0.7,52,28.1,85.6,0
36.3,69.5,77.6,5.6,25,38.6,68.0,0
23.2,89.1,29.4,36.5,67,25.9,83.0,1
30.1,79.3,75.3,0.7,68,31.6,79.2,0
24.4,82.1,31.3,21.8,36,24.9,85.1,0
27.5,88.4,27.8,1.5,42,27.1,82.6,1
34.2,82.9,75.0,0.5,22,34.4,72.5,1
26.2,93.1,72.9,1.1,41,24.6,91.6,0
28.8,78.1,75.6,0.5,46,30.4,70.6,0
30.6,82.5,22.9,0.5,45,33.4,78.0,1
33.2,75.0,79.4,11.8,55,34.0,73.5,0
27.5,80.5,36.4,0.3,39,25.8,80.0,1
35.7,71.3,27.7,0.0,24,35.2,73.1,1
28.0,73.8,42.2,0.2,16,25.7,71.0,1
32.2,83.7,75.3,0.6,80,31.2,82.5,0
29.1,87.2,19.3,0.5,38,26.6,86.5,1
33.3,70.7,19.1,1.4,23,38.7,67.0,1
39.1,66.9,20.8,0.1,27,37.8,63.2,1
28.8,80.2,17.7,30.5,37,30.2,76.8,1
29.9,74.9,56.1,1.0,21,27.6,72.3,0
28.1,82.1,85.4,1.1,25,28.6,79.4,0
27.4,91.7,78.6,0.7,85,25.4,87.1,0
26.9,94.7,85.8,1.4,89,26.4,89.0,0
29.9,77.3,83.7,1.7,12,29.5,77.6,0
26.5,77.5,34.5,0.7,39,26.6,80.5,1
26.6,91.8,38.8,0.1,68,27.9,94.9,1
17.0,80.9,75.6,9.8,11,17.7,80.0,0
36.2,69.3,48.7,0.3,30,37.0,65.9,1
37.4,71.6,76.5,1.4,25,36.4,70.8,1
32.9,86.7,77.9,0.6,7,31.7,90.3,0
26.1,80.9,84.7,0.2,31,25.7,73.6,0
24.3,92.0,78.2,0.5,35,25.1,91.0,0
23.0,92.3,30.9,0.1,36,23.0,95.8,1
32.9,83.6,59.3,4.5,39,29.6,78.2,0
35.7,77.1,58.7,1.7,21,38.5,75.0,1
30.7,78.4,67.4,0.1,43,30.1,75.1,1
33.9,81.3,20.5,0.8,29,34.7,81.3,1
32.0,85.8,60.1,0.3,28,31.4,85.3,0
26.5,80.9,62.8,0.0,27,28.0,77.1,1
34.5,76.2,40.0,0.4,27,35.8,72.2,1
34.3,78.0,39.7,0.2,48,34.6,84.3,1
25.5,87.8,26.5,5.6,71,23.9,82.5,0
33.6,71.2,90.6,45.2,44,34.3,66.8,0
29.3,80.4,41.5,0.7,55,27.8,82.0,1
28.8,79.9,10.6,0.1,56,31.4,72.8,1
31.8,71.9,37.6,2.5,16,31.2,67.0,1
31.6,76.2,74.5,0.2,30,31.7,66.5,0
34.0,73.8,50.8,33.8,33,36.6,72.2,0
26.2,94.4,68.3,22.1,54,27.9,98.3,0
32.5,73.9,20.8,0.1,18,32.1,72.2,1
24.8,83.6,39.5,15.6,9,23.9,88.7,1
29.2,73.5,64.6,47.3,16,30.2,74.2,1
29.5,87.3,67.1,0.9,33,29.3,79.5,1
34.4,76.1,41.5,0.3,4,32.2,78.4,1
30.0,72.9,80.1,1.0,43,31.5,69.2,0
28.8,85.6,27.5,10.8,41,30.8,90.5,1
36.4,70.1,58.5,10.6,42,40.8,72.4,0
28.1,76.0,41.0,0.9,7,27.3,69.5,1
27.9,78.7,45.5,45.4,38,27.1,78.4,1
21.6,86.6,45.4,0.3,44,22.8,87.5,1
29.0,80.2,28.5,0.3,8,30.5,71.0,1
25.8,82.0,19.7,0.4,28,25.6,84.2,1
28.9,81.5,37.9,0.9,11,28.2,74.2,1
31.1,81.6,62.1,0.7,54,30.5,80.0,0
25.1,79.4,42.6,0.2,24,26.1,80.4,1
26.3,80.3,48.6,0.2,34,26.1,82.3,1
22.8,94.8,73.5,0.5,68,23.6,94.7,0
27.7,76.2,65.3,0.7,25,26.3,70.4,1
25.7,84.5,81.1,1.9,22,25.7,82.6,0
39.6,70.1,24.6,17.0,37,37.7,73.4,1
36.8,64.3,70.3,0.4,55,35.2,66.5,0
36.0,83.0,61.4,0.3,56,34.5,80.1,1
